x1,x2,y
hardliner,rightwing,-1
riot,demonstration,-1
harass,probe,-1
terrorist,activist,-1
terrorist,protestor,-1
terrorist,revolutionary,-1
slam,disagree,-1
ultraconservative,conservative,-1
ultraconservative,rightwing,-1
leftwing,progressive,-1
leftwing,activist,-1
disruption,demonstration,-1
antiabortion,prolife,-1
diplomatic,polite,-1
dictator,leader,-1
murderer,dictator,-1
despot,dictator,-1
despot,leader,-1
murderer,despot,-1
murderer,revolutionist,-1
agitator,revolutionist,-1
rebel,revolutionist,-1
lazy,easygoing,-1
slovenly,easygoing,-1
slovenly,lazy,-1
gourmand,epicure,-1
glutton,gourmand,-1
glutton,overeater,-1
overeater,epicure,-1
tight,thrifty,-1
stingy,tight,-1
stingy,thrifty,-1
stingy,economical,-1
stingy,forehanded,-1
miserly,economical,-1
parsimonious,economical,-1
illiberal,forehanded,-1
pedant,stickler,-1
pedant,perfectionist,-1
nitpicker,perfectionist,-1
nitpicker,disciplinarian,-1
cleared,vindicated,-1
whitewashed,vindicated,-1
whitewashed,cleared,-1
ogle,eye,-1
perv,ogle,-1
perv,eye,-1
ogle,observe,-1
seduce,charm,-1
harass,seduce,-1
rape,harass,-1
rape,seduce,-1
overstate,enhance,-1
falsify,overstate,-1
falsify,enhance,-1
overstate,elaborate,-1
overdo,elaborate,-1
overdo,enhance,-1
eccentric,liberated,-1
eccentric,individualistic,-1
strange,liberated,-1
strange,individualistic,-1
freak,strange,-1
crazy,eccentric,-1
crazy,strange,-1
wild,eccentric,-1
wild,strange,-1
crazy,liberated,-1
crazy,individualistic,-1
wild,liberated,-1
wild,individualistic,-1
freak,liberated,-1
freak,individualistic,-1
thrash,criticize,-1
slam,criticize,-1
roast,criticize,-1
blame,question,-1
smack,probe,-1
hit,question,-1
illegal,undocumented,-1
nail,catch,-1
nail,arrest,-1
insincerity,duplicity,-1
hypocrisy,insincerity,-1
hypocrisy,duplicity,-1
revolution,demonstration,-1
snitch,whistleblower,-1
tattletale,whistleblower,-1
fink,whistleblower,-1
snitch,informer,-1
snitch,informant,-1
snitch,source,-1
tattletale,informer,-1
tattletale,informant,-1
tattletale,source,-1
snitch,tipster,-1
tattletale,tipster,-1
fink,tipster,-1
annoyed,indignant,-1
mad,annoyed,-1
changed,reconsidered,-1
renege,reconsidered,-1
welsh,reconsidered,-1
welsh,changed,-1
renege,changed,-1
talkative,exuberant,-1
drunk,talkative,-1
drunk,exuberant,-1
talkative,energetic,-1
drunk,energetic,-1
talkative,sparkling,-1
drunk,sparkling,-1
drunkard,exuberant,-1
drunkard,talkative,-1
drunkard,energetic,-1
drunkard,sparkling,-1
drunk,conversational,-1
drunkard,conversational,-1
conversational,energetic,-1
conversational,exuberant,-1
conversational,sparkling,-1
uncontrollable,lively,-1
wild,lively,-1
chaotic,lively,-1
crowded,lively,-1
wild,crowded,-1
chaotic,crowded,-1
uncontrollable,crowded,-1
uncontrollable,buzzing,-1
wild,buzzing,-1
chaotic,buzzing,-1
crowded,buzzing,-1
grope,fondle,-1
repeat,highlight,-1
repeat,talk,-1
simper,charm,-1
gushes,simper,-1
gushes,charm,-1
befuddled,amusing,-1
bohemian,artistic,-1
freak,bohemian,-1
freak,artistic,-1
risqué,plunging,-1
risqué,inelegant,-1
risqué,décolleté,-1
provocative,plunging,-1
provocative,inelegant,-1
provocative,décolleté,-1
filthy,plunging,-1
filthy,inelegant,-1
filthy,décolleté,-1
tarty,plunging,-1
tarty,inelegant,-1
tarty,décolleté,-1
tarty,risqué,-1
blubber,whimper,-1
blubber,snivel,-1
interfering,concerned,-1
interfering,attentive,-1
intrusive,attentive,-1
intrusive,concerned,-1
snooping,attentive,-1
snooping,concerned,-1
meddlesome,attentive,-1
meddlesome,concerned,-1
fat,oversize,-1
stall,procrastinate,-1
stall,temporize,-1
daydreamer,dreamer,-1
daydreamer,visionary,-1
ask,cry,-1
drunk,strange,-1
touch,connect,-1
touch ,fondle,-1
touch ,grope,-1
counterattack,attack,-1
retaliate,attack,-1
defend,retaliate,-1
retaliate,defend,-1
attack,bombard,-1
ask,beg,-1
ask,demand,-1
conservative,hardliner,-1
rightwing,hardliner,-1
demonstration,riot,-1
probe,harass,-1
activist,terrorist,-1
protestor,terrorist,-1
conscientious,overzealous,-1
tyrant,leader,-1
freak,crazy,0
informer,source,0
source,informant,0
energetic,enthusiastic,0
delay,procrastinate,0
obstinate,stubborn,0
disagree,dissent,0
leftwinger,leftist,0
disruption,disturbance,0
leader,chief,0
murderer,killer,0
leader,commander,0
rebel,disruptive,0
epicure,gourmet,0
thrifty,economical,0
forehanded,prudent,0
charm,mesmerize,0
elaborate,expand,0
overdo,overplay,0
unconventional,atypical,0
crazy,wild,0
crazy,insane,0
freak,demented,0
demented,psycho,0
demented,mad,0
mad,psycho,0
undocumented,unregistered,0
demonstration,display,0
snitch,tattletale,0
informer,informant,0
informant,source,0
informer,source,0
reconsidered,reevaluated,0
exuberant,energetic,0
energetic ,spirited,0
sparkling,spirited,0
talkative,chatty,0
drunk,drunkard,0
drunkard,soak,0
lively,energetic,0
lively,enjoyable,0
chaotic,haywire,0
highlight,emphasize,0
artistic,creative,0
filthy,gross,0
filthy,tarty,0
blubber,howl,0
interfering,intrusive,0
intrusive,meddlesome,0
interfering,snooping,0
concerned,caring,0
oversize,overweight,0
falsify,misrepresent,0
illegal,unlawful,0
lively,cheerful,0
terrorist,bomber,0
diplomatic,tactful,0
gourmand,gourmandizer,0
uncontrollable,unmanageable,0
libidious,lustful,0
crazy,freak,0
source,informer,0
informant,source,0
enthusiastic,energetic,0
procrastinate,delay,0
stubborn,obstinate,0
dissent,disagree,0
leftist,leftwing,0
disturbance,disruption,0
chief,leader,0
killer,murderer,0
commander,leader,0
disruptive,rebel,0
gourmet,epicure,0
economical,thrifty,0
prudent,forehanded,0
mesmerize,charm,0
expand,elaborate,0
overplay,overdo,0
atypical,unconventional,0
wild,crazy,0
insane,crazy,0
demented,freak,0
psycho,demented,0
mad,demented,0
psycho,mad,0
unregistered,undocumented,0
display,demonstration,0
tattletale,snitch,0
informant,informer,0
source,informant,0
source,informer,0
reevaluated,reconsidered,0
energetic,exuberant,0
spirited,energetic ,0
spirited,sparkling,0
chatty,talkative,0
drunkard,drunk,0
soak,drunkard,0
energetic,lively,0
enjoyable,lively,0
haywire,chaotic,0
emphasize,highlight,0
creative,artistic,0
gross,filthy,0
tarty,filthy,0
howl,blubber,0
intrusive,interfering,0
meddlesome,intrusive,0
snooping,interfering,0
caring,concerned,0
overweight,oversize,0
misrepresent,falsify,0
unlawful,illegal,0
cheerful,lively,0
bomber,terrorist,0
tactful,diplomatic,0
gourmandizer,gourmand,0
unmanageable,uncontrollable,0
lustful,libidious,0
