,0,1,2,3,4,5,6,7,8,9,alpha
0,"('evil', 0.672212541103363)","('malevolent', 0.5415344834327698)","('unspeakable_evil', 0.5038936138153076)","('evil_machinations', 0.5023785829544067)","('Ahriman', 0.4962436854839325)","('wickedness', 0.4880048632621765)","('tyrannical', 0.4803279936313629)","('evil_doer', 0.4787299633026123)","('villainous', 0.4783164858818054)","('Nekron', 0.4774221181869507)",2.5000000000000004
0,"('evil', 0.6712085008621216)","('malevolent', 0.538191020488739)","('unspeakable_evil', 0.5026775002479553)","('evil_machinations', 0.499323308467865)","('Ahriman', 0.49479910731315613)","('wickedness', 0.4856698513031006)","('evil_doer', 0.47671452164649963)","('villainous', 0.4753226637840271)","('Nekron', 0.47525280714035034)","('tyrannical', 0.47463351488113403)",2.7000000000000006
0,"('evil', 0.6701009273529053)","('malevolent', 0.5350821614265442)","('unspeakable_evil', 0.5014419555664062)","('evil_machinations', 0.496479868888855)","('Ahriman', 0.49336642026901245)","('wickedness', 0.48346129059791565)","('evil_doer', 0.4747886061668396)","('Nekron', 0.4731926918029785)","('villainous', 0.4725411534309387)","('necromancer', 0.471692830324173)",2.900000000000001
0,"('evil', 0.6689473390579224)","('malevolent', 0.5321996212005615)","('unspeakable_evil', 0.5002200603485107)","('evil_machinations', 0.4938415288925171)","('Ahriman', 0.4919728636741638)","('wickedness', 0.4813862144947052)","('evil_doer', 0.47296497225761414)","('Nekron', 0.47125130891799927)","('necromancer', 0.4712439179420471)","('villainous', 0.46996384859085083)",3.1000000000000005
0,"('evil', 0.6677842736244202)","('malevolent', 0.5295298099517822)","('unspeakable_evil', 0.4990313649177551)","('evil_machinations', 0.4913964867591858)","('Ahriman', 0.49063339829444885)","('wickedness', 0.47944375872612)","('evil_doer', 0.47124767303466797)","('necromancer', 0.47074753046035767)","('Nekron', 0.4694296419620514)","('villainous', 0.46757784485816956)",3.3000000000000007
0,"('evil', 0.6666347980499268)","('malevolent', 0.5270567536354065)","('unspeakable_evil', 0.4978868365287781)","('Ahriman', 0.48935553431510925)","('evil_machinations', 0.48913058638572693)","('wickedness', 0.4776290953159332)","('necromancer', 0.4702262282371521)","('evil_doer', 0.46963539719581604)","('Nekron', 0.4677245020866394)","('villainous', 0.46536868810653687)",3.500000000000001
0,"('evil', 0.6655130982398987)","('malevolent', 0.5247642993927002)","('unspeakable_evil', 0.49679213762283325)","('Ahriman', 0.488142192363739)","('evil_machinations', 0.48702937364578247)","('wickedness', 0.47593480348587036)","('necromancer', 0.4696952700614929)","('evil_doer', 0.4681240916252136)","('Nekron', 0.46612995862960815)","('villainous', 0.46332162618637085)",3.7000000000000006
0,"('evil', 0.6644279956817627)","('malevolent', 0.5226367115974426)","('unspeakable_evil', 0.49574947357177734)","('Ahriman', 0.48699331283569336)","('evil_machinations', 0.4850786030292511)","('wickedness', 0.4743528664112091)","('necromancer', 0.4691649079322815)","('evil_doer', 0.46670830249786377)","('Nekron', 0.46463918685913086)","('villainous', 0.461422324180603)",3.900000000000001
0,"('evil', 0.6633840799331665)","('malevolent', 0.520659327507019)","('unspeakable_evil', 0.49475914239883423)","('Ahriman', 0.48590731620788574)","('evil_machinations', 0.4832650423049927)","('wickedness', 0.47287487983703613)","('necromancer', 0.46864181756973267)","('evil_doer', 0.46538180112838745)","('Nekron', 0.46324485540390015)","('villainous', 0.45965754985809326)",4.1000000000000005
0,"('evil', 0.6623836159706116)","('malevolent', 0.5188184976577759)","('unspeakable_evil', 0.49382007122039795)","('Ahriman', 0.48488160967826843)","('evil_machinations', 0.48157623410224915)","('wickedness', 0.4714928865432739)","('necromancer', 0.4681304693222046)","('evil_doer', 0.4641384482383728)","('Nekron', 0.4619397521018982)","('villainous', 0.4580150246620178)",4.300000000000001
0,"('evil', 0.6614272594451904)","('malevolent', 0.5171019434928894)","('unspeakable_evil', 0.49293017387390137)","('Ahriman', 0.4839130938053131)","('evil_machinations', 0.4800011217594147)","('wickedness', 0.4701990783214569)","('necromancer', 0.4676336646080017)","('evil_doer', 0.4629720151424408)","('Nekron', 0.46071699261665344)","('villainous', 0.4564836621284485)",4.500000000000001
0,"('evil', 0.6605145335197449)","('malevolent', 0.5154983997344971)","('unspeakable_evil', 0.4920872449874878)","('Ahriman', 0.4829983711242676)","('evil_machinations', 0.4785294830799103)","('wickedness', 0.4689863622188568)","('necromancer', 0.4671531617641449)","('evil_doer', 0.4618765711784363)","('Nekron', 0.4595699906349182)","('villainous', 0.4550534188747406)",4.7
0,"('evil', 0.659644365310669)","('malevolent', 0.5139980316162109)","('unspeakable_evil', 0.4912887513637543)","('Ahriman', 0.4821341633796692)","('evil_machinations', 0.47715216875076294)","('wickedness', 0.46784812211990356)","('necromancer', 0.4666897654533386)","('evil_doer', 0.4608467221260071)","('Nekron', 0.4584926962852478)","('villainous', 0.45371532440185547)",4.9
